resource_const,action_class,action_const,superclass,auth,auth_effective,classification,http_method,blocking,route,file,line_start,line_end
VpsAdmin::API::Resources::HostIpAddress,Show,VpsAdmin::API::Resources::HostIpAddress::Show,HaveAPI::Actions::Default::Show,,True,authenticated,,,,api/lib/vpsadmin/api/resources/host_ip_address.rb,176,215
VpsAdmin::API::Resources::HostIpAddress,Update,VpsAdmin::API::Resources::HostIpAddress::Update,HaveAPI::Actions::Default::Update,,True,authenticated,,True,,api/lib/vpsadmin/api/resources/host_ip_address.rb,247,290
VpsAdmin::API::Resources::IncidentReport,Create,VpsAdmin::API::Resources::IncidentReport::Create,HaveAPI::Actions::Default::Create,,True,admin_only,,True,,api/lib/vpsadmin/api/resources/incident_report.rb,109,151
VpsAdmin::API::Resources::IncidentReport,Index,VpsAdmin::API::Resources::IncidentReport::Index,HaveAPI::Actions::Default::Index,,True,owner_or_admin,,,,api/lib/vpsadmin/api/resources/incident_report.rb,34,82
VpsAdmin::API::Resources::IncidentReport,Show,VpsAdmin::API::Resources::IncidentReport::Show,HaveAPI::Actions::Default::Show,,True,owner_or_admin,,,,api/lib/vpsadmin/api/resources/incident_report.rb,84,107
VpsAdmin::API::Resources::IncomingPayment,Index,VpsAdmin::API::Resources::IncomingPayment::Index,HaveAPI::Actions::Default::Index,,True,admin_only,,,,plugins/payments/api/resources/incoming_payment.rb,30,61
VpsAdmin::API::Resources::IncomingPayment,Show,VpsAdmin::API::Resources::IncomingPayment::Show,HaveAPI::Actions::Default::Show,,True,admin_only,,,,plugins/payments/api/resources/incoming_payment.rb,63,81
VpsAdmin::API::Resources::IncomingPayment,Update,VpsAdmin::API::Resources::IncomingPayment::Update,HaveAPI::Actions::Default::Update,,True,admin_only,,,,plugins/payments/api/resources/incoming_payment.rb,83,104
VpsAdmin::API::Resources::IpAddress,Assign,VpsAdmin::API::Resources::IpAddress::Assign,HaveAPI::Action,,True,authenticated,post,True,{%{resource}_id}/assign,api/lib/vpsadmin/api/resources/ip_address.rb,294,349
VpsAdmin::API::Resources::IpAddress,AssignWithHostAddress,VpsAdmin::API::Resources::IpAddress::AssignWithHostAddress,HaveAPI::Action,,True,authenticated,post,True,{%{resource}_id}/assign_with_host_address,api/lib/vpsadmin/api/resources/ip_address.rb,351,408
VpsAdmin::API::Resources::IpAddress,Create,VpsAdmin::API::Resources::IpAddress::Create,HaveAPI::Actions::Default::Create,,True,admin_only,,,,api/lib/vpsadmin/api/resources/ip_address.rb,218,252
VpsAdmin::API::Resources::IpAddress,Free,VpsAdmin::API::Resources::IpAddress::Free,HaveAPI::Action,,True,authenticated,post,True,{%{resource}_id}/free,api/lib/vpsadmin/api/resources/ip_address.rb,410,452
VpsAdmin::API::Resources::IpAddress,Index,VpsAdmin::API::Resources::IpAddress::Index,HaveAPI::Actions::Default::Index,,True,authenticated,,,,api/lib/vpsadmin/api/resources/ip_address.rb,41,177
VpsAdmin::API::Resources::IpAddress,Show,VpsAdmin::API::Resources::IpAddress::Show,HaveAPI::Actions::Default::Show,,True,authenticated,,,,api/lib/vpsadmin/api/resources/ip_address.rb,179,216
VpsAdmin::API::Resources::IpAddress,Update,VpsAdmin::API::Resources::IpAddress::Update,HaveAPI::Actions::Default::Update,,True,admin_only,,True,,api/lib/vpsadmin/api/resources/ip_address.rb,254,292
VpsAdmin::API::Resources::IpAddressAssignment,Index,VpsAdmin::API::Resources::IpAddressAssignment::Index,HaveAPI::Actions::Default::Index,,True,owner_or_admin,,,,api/lib/vpsadmin/api/resources/ip_address_assignment.rb,24,122
VpsAdmin::API::Resources::IpAddressAssignment,Show,VpsAdmin::API::Resources::IpAddressAssignment::Show,HaveAPI::Actions::Default::Show,,True,owner_or_admin,,,,api/lib/vpsadmin/api/resources/ip_address_assignment.rb,124,147
VpsAdmin::API::Resources::Language,Index,VpsAdmin::API::Resources::Language::Index,HaveAPI::Actions::Default::Index,,False,public,,,,api/lib/vpsadmin/api/resources/language.rb,12,32
VpsAdmin::API::Resources::Language,Show,VpsAdmin::API::Resources::Language::Show,HaveAPI::Actions::Default::Show,,True,authenticated,,,,api/lib/vpsadmin/api/resources/language.rb,34,50
VpsAdmin::API::Resources::Location,Create,VpsAdmin::API::Resources::Location::Create,HaveAPI::Actions::Default::Create,,True,admin_only,,,,api/lib/vpsadmin/api/resources/location.rb,187,223
VpsAdmin::API::Resources::Location,Index,VpsAdmin::API::Resources::Location::Index,HaveAPI::Actions::Default::Index,,False,public,,,,api/lib/vpsadmin/api/resources/location.rb,24,185
VpsAdmin::API::Resources::Location,Show,VpsAdmin::API::Resources::Location::Show,HaveAPI::Actions::Default::Show,,True,authenticated,,,,api/lib/vpsadmin/api/resources/location.rb,225,253
VpsAdmin::API::Resources::Location,Update,VpsAdmin::API::Resources::Location::Update,HaveAPI::Actions::Default::Update,,True,admin_only,,,,api/lib/vpsadmin/api/resources/location.rb,255,287
VpsAdmin::API::Resources::LocationNetwork,Create,VpsAdmin::API::Resources::LocationNetwork::Create,HaveAPI::Actions::Default::Create,,True,admin_only,,,,api/lib/vpsadmin/api/resources/location_network.rb,81,104
VpsAdmin::API::Resources::LocationNetwork,Delete,VpsAdmin::API::Resources::LocationNetwork::Delete,HaveAPI::Actions::Default::Delete,,True,admin_only,,,,api/lib/vpsadmin/api/resources/location_network.rb,131,144
VpsAdmin::API::Resources::LocationNetwork,Index,VpsAdmin::API::Resources::LocationNetwork::Index,HaveAPI::Actions::Default::Index,,True,admin_only,,,,api/lib/vpsadmin/api/resources/location_network.rb,24,59
VpsAdmin::API::Resources::LocationNetwork,Show,VpsAdmin::API::Resources::LocationNetwork::Show,HaveAPI::Actions::Default::Show,,True,admin_only,,,,api/lib/vpsadmin/api/resources/location_network.rb,61,79
VpsAdmin::API::Resources::LocationNetwork,Update,VpsAdmin::API::Resources::LocationNetwork::Update,HaveAPI::Actions::Default::Update,,True,admin_only,,,,api/lib/vpsadmin/api/resources/location_network.rb,106,129
VpsAdmin::API::Resources::MailLog,Index,VpsAdmin::API::Resources::MailLog::Index,HaveAPI::Actions::Default::Index,,True,admin_only,,,,api/lib/vpsadmin/api/resources/mail_log.rb,26,52
VpsAdmin::API::Resources::MailLog,Show,VpsAdmin::API::Resources::MailLog::Show,HaveAPI::Actions::Default::Show,,True,admin_only,,,,api/lib/vpsadmin/api/resources/mail_log.rb,54,72
VpsAdmin::API::Resources::MailRecipient,Create,VpsAdmin::API::Resources::MailRecipient::Create,HaveAPI::Actions::Default::Create,,True,admin_only,,,,api/lib/vpsadmin/api/resources/mail_recipient.rb,62,87
VpsAdmin::API::Resources::MailRecipient,Delete,VpsAdmin::API::Resources::MailRecipient::Delete,HaveAPI::Actions::Default::Delete,,True,admin_only,,,,api/lib/vpsadmin/api/resources/mail_recipient.rb,116,127
VpsAdmin::API::Resources::MailRecipient,Index,VpsAdmin::API::Resources::MailRecipient::Index,HaveAPI::Actions::Default::Index,,True,admin_only,,,,api/lib/vpsadmin/api/resources/mail_recipient.rb,18,40
VpsAdmin::API::Resources::MailRecipient,Show,VpsAdmin::API::Resources::MailRecipient::Show,HaveAPI::Actions::Default::Show,,True,admin_only,,,,api/lib/vpsadmin/api/resources/mail_recipient.rb,42,60
VpsAdmin::API::Resources::MailRecipient,Update,VpsAdmin::API::Resources::MailRecipient::Update,HaveAPI::Actions::Default::Update,,True,admin_only,,,,api/lib/vpsadmin/api/resources/mail_recipient.rb,89,114
VpsAdmin::API::Resources::MailTemplate,Create,VpsAdmin::API::Resources::MailTemplate::Create,HaveAPI::Actions::Default::Create,,True,admin_only,,,,api/lib/vpsadmin/api/resources/mail_template.rb,64,89
VpsAdmin::API::Resources::MailTemplate,Delete,VpsAdmin::API::Resources::MailTemplate::Delete,HaveAPI::Actions::Default::Delete,,True,admin_only,,,,api/lib/vpsadmin/api/resources/mail_template.rb,118,129
VpsAdmin::API::Resources::MailTemplate,Index,VpsAdmin::API::Resources::MailTemplate::Index,HaveAPI::Actions::Default::Index,,True,admin_only,,,,api/lib/vpsadmin/api/resources/mail_template.rb,20,42
VpsAdmin::API::Resources::MailTemplate,Show,VpsAdmin::API::Resources::MailTemplate::Show,HaveAPI::Actions::Default::Show,,True,admin_only,,,,api/lib/vpsadmin/api/resources/mail_template.rb,44,62
VpsAdmin::API::Resources::MailTemplate,Update,VpsAdmin::API::Resources::MailTemplate::Update,HaveAPI::Actions::Default::Update,,True,admin_only,,,,api/lib/vpsadmin/api/resources/mail_template.rb,91,116
VpsAdmin::API::Resources::MailTemplate::Recipient,Create,VpsAdmin::API::Resources::MailTemplate::Recipient::Create,HaveAPI::Actions::Default::Create,,True,admin_only,,,,api/lib/vpsadmin/api/resources/mail_template.rb,192,223
VpsAdmin::API::Resources::MailTemplate::Recipient,Delete,VpsAdmin::API::Resources::MailTemplate::Recipient::Delete,HaveAPI::Actions::Default::Delete,,True,admin_only,,,,api/lib/vpsadmin/api/resources/mail_template.rb,225,239
VpsAdmin::API::Resources::MailTemplate::Recipient,Index,VpsAdmin::API::Resources::MailTemplate::Recipient::Index,HaveAPI::Actions::Default::Index,,True,admin_only,,,,api/lib/vpsadmin/api/resources/mail_template.rb,145,167
VpsAdmin::API::Resources::MailTemplate::Recipient,Show,VpsAdmin::API::Resources::MailTemplate::Recipient::Show,HaveAPI::Actions::Default::Show,,True,admin_only,,,,api/lib/vpsadmin/api/resources/mail_template.rb,169,190
VpsAdmin::API::Resources::MailTemplate::Translation,Create,VpsAdmin::API::Resources::MailTemplate::Translation::Create,HaveAPI::Actions::Default::Create,,True,admin_only,,,,api/lib/vpsadmin/api/resources/mail_template.rb,311,337
VpsAdmin::API::Resources::MailTemplate::Translation,Delete,VpsAdmin::API::Resources::MailTemplate::Translation::Delete,HaveAPI::Actions::Default::Delete,,True,admin_only,,,,api/lib/vpsadmin/api/resources/mail_template.rb,369,383
VpsAdmin::API::Resources::MailTemplate::Translation,Index,VpsAdmin::API::Resources::MailTemplate::Translation::Index,HaveAPI::Actions::Default::Index,,True,admin_only,,,,api/lib/vpsadmin/api/resources/mail_template.rb,264,286
VpsAdmin::API::Resources::MailTemplate::Translation,Show,VpsAdmin::API::Resources::MailTemplate::Translation::Show,HaveAPI::Actions::Default::Show,,True,admin_only,,,,api/lib/vpsadmin/api/resources/mail_template.rb,288,309
VpsAdmin::API::Resources::MailTemplate::Translation,Update,VpsAdmin::API::Resources::MailTemplate::Translation::Update,HaveAPI::Actions::Default::Update,,True,admin_only,,,,api/lib/vpsadmin/api/resources/mail_template.rb,339,367
VpsAdmin::API::Resources::Mailbox,Create,VpsAdmin::API::Resources::Mailbox::Create,HaveAPI::Actions::Default::Create,,True,admin_only,,,,api/lib/vpsadmin/api/resources/mailbox.rb,70,90
VpsAdmin::API::Resources::Mailbox,Delete,VpsAdmin::API::Resources::Mailbox::Delete,HaveAPI::Actions::Default::Delete,,True,admin_only,,,,api/lib/vpsadmin/api/resources/mailbox.rb,112,123
VpsAdmin::API::Resources::Mailbox,Index,VpsAdmin::API::Resources::Mailbox::Index,HaveAPI::Actions::Default::Index,,True,admin_only,,,,api/lib/vpsadmin/api/resources/mailbox.rb,26,48
VpsAdmin::API::Resources::Mailbox,Show,VpsAdmin::API::Resources::Mailbox::Show,HaveAPI::Actions::Default::Show,,True,admin_only,,,,api/lib/vpsadmin/api/resources/mailbox.rb,50,68
VpsAdmin::API::Resources::Mailbox,Update,VpsAdmin::API::Resources::Mailbox::Update,HaveAPI::Actions::Default::Update,,True,admin_only,,,,api/lib/vpsadmin/api/resources/mailbox.rb,92,110
VpsAdmin::API::Resources::Mailbox::Handler,Create,VpsAdmin::API::Resources::Mailbox::Handler::Create,HaveAPI::Actions::Default::Create,,True,admin_only,,,,api/lib/vpsadmin/api/resources/mailbox.rb,193,213
VpsAdmin::API::Resources::Mailbox::Handler,Delete,VpsAdmin::API::Resources::Mailbox::Handler::Delete,HaveAPI::Actions::Default::Delete,,True,admin_only,,,,api/lib/vpsadmin/api/resources/mailbox.rb,238,252
VpsAdmin::API::Resources::Mailbox::Handler,Index,VpsAdmin::API::Resources::Mailbox::Handler::Index,HaveAPI::Actions::Default::Index,,True,admin_only,,,,api/lib/vpsadmin/api/resources/mailbox.rb,143,167
VpsAdmin::API::Resources::Mailbox::Handler,Show,VpsAdmin::API::Resources::Mailbox::Handler::Show,HaveAPI::Actions::Default::Show,,True,admin_only,,,,api/lib/vpsadmin/api/resources/mailbox.rb,169,191
VpsAdmin::API::Resources::Mailbox::Handler,Update,VpsAdmin::API::Resources::Mailbox::Handler::Update,HaveAPI::Actions::Default::Update,,True,admin_only,,,,api/lib/vpsadmin/api/resources/mailbox.rb,215,236
VpsAdmin::API::Resources::MetricsAccessToken,Create,VpsAdmin::API::Resources::MetricsAccessToken::Create,HaveAPI::Actions::Default::Create,,True,authenticated,,,,api/lib/vpsadmin/api/resources/metrics_access_token.rb,72,99
VpsAdmin::API::Resources::MetricsAccessToken,Delete,VpsAdmin::API::Resources::MetricsAccessToken::Delete,HaveAPI::Actions::Default::Delete,,True,authenticated,,,,api/lib/vpsadmin/api/resources/metrics_access_token.rb,101,115
VpsAdmin::API::Resources::MetricsAccessToken,Index,VpsAdmin::API::Resources::MetricsAccessToken::Index,HaveAPI::Actions::Default::Index,,True,authenticated,,,,api/lib/vpsadmin/api/resources/metrics_access_token.rb,21,50
VpsAdmin::API::Resources::MetricsAccessToken,Show,VpsAdmin::API::Resources::MetricsAccessToken::Show,HaveAPI::Actions::Default::Show,,True,authenticated,,,,api/lib/vpsadmin/api/resources/metrics_access_token.rb,52,70
VpsAdmin::API::Resources::MigrationPlan,Cancel,VpsAdmin::API::Resources::MigrationPlan::Cancel,HaveAPI::Action,,True,admin_only,post,,{%{resource}_id}/cancel,api/lib/vpsadmin/api/resources/migration_plan.rb,122,143
VpsAdmin::API::Resources::MigrationPlan,Create,VpsAdmin::API::Resources::MigrationPlan::Create,HaveAPI::Actions::Default::Create,,True,admin_only,,,,api/lib/vpsadmin/api/resources/migration_plan.rb,74,97
VpsAdmin::API::Resources::MigrationPlan,Delete,VpsAdmin::API::Resources::MigrationPlan::Delete,HaveAPI::Actions::Default::Delete,,True,admin_only,,,,api/lib/vpsadmin/api/resources/migration_plan.rb,145,160
VpsAdmin::API::Resources::MigrationPlan,Index,VpsAdmin::API::Resources::MigrationPlan::Index,HaveAPI::Actions::Default::Index,,True,admin_only,,,,api/lib/vpsadmin/api/resources/migration_plan.rb,22,52
VpsAdmin::API::Resources::MigrationPlan,Show,VpsAdmin::API::Resources::MigrationPlan::Show,HaveAPI::Actions::Default::Show,,True,admin_only,,,,api/lib/vpsadmin/api/resources/migration_plan.rb,54,72
VpsAdmin::API::Resources::MigrationPlan,Start,VpsAdmin::API::Resources::MigrationPlan::Start,HaveAPI::Action,,True,admin_only,post,,{%{resource}_id}/start,api/lib/vpsadmin/api/resources/migration_plan.rb,99,120
VpsAdmin::API::Resources::MigrationPlan::VpsMigration,Create,VpsAdmin::API::Resources::MigrationPlan::VpsMigration::Create,HaveAPI::Actions::Default::Create,,True,admin_only,,,,api/lib/vpsadmin/api/resources/migration_plan.rb,242,274
VpsAdmin::API::Resources::MigrationPlan::VpsMigration,Index,VpsAdmin::API::Resources::MigrationPlan::VpsMigration::Index,HaveAPI::Actions::Default::Index,,True,admin_only,,,,api/lib/vpsadmin/api/resources/migration_plan.rb,185,217
VpsAdmin::API::Resources::MigrationPlan::VpsMigration,Show,VpsAdmin::API::Resources::MigrationPlan::VpsMigration::Show,HaveAPI::Actions::Default::Show,,True,admin_only,,,,api/lib/vpsadmin/api/resources/migration_plan.rb,219,240
VpsAdmin::API::Resources::MonitoredEvent,Acknowledge,VpsAdmin::API::Resources::MonitoredEvent::Acknowledge,HaveAPI::Action,,True,owner_or_admin,post,,{%{resource}_id}/acknowledge,plugins/monitoring/api/resources/monitored_event.rb,116,150
VpsAdmin::API::Resources::MonitoredEvent,Ignore,VpsAdmin::API::Resources::MonitoredEvent::Ignore,HaveAPI::Action,,True,owner_or_admin,post,,{%{resource}_id}/ignore,plugins/monitoring/api/resources/monitored_event.rb,152,185
VpsAdmin::API::Resources::MonitoredEvent,Index,VpsAdmin::API::Resources::MonitoredEvent::Index,HaveAPI::Actions::Default::Index,,True,owner_or_admin,,,,plugins/monitoring/api/resources/monitored_event.rb,21,85
VpsAdmin::API::Resources::MonitoredEvent,Show,VpsAdmin::API::Resources::MonitoredEvent::Show,HaveAPI::Actions::Default::Show,,True,owner_or_admin,,,,plugins/monitoring/api/resources/monitored_event.rb,87,114
VpsAdmin::API::Resources::MonitoredEvent::Log,Index,VpsAdmin::API::Resources::MonitoredEvent::Log::Index,HaveAPI::Actions::Default::Index,,True,owner_or_admin,,,,plugins/monitoring/api/resources/monitored_event.rb,199,244
VpsAdmin::API::Resources::MonitoredEvent::Log,Show,VpsAdmin::API::Resources::MonitoredEvent::Log::Show,HaveAPI::Actions::Default::Show,,True,owner_or_admin,,,,plugins/monitoring/api/resources/monitored_event.rb,246,269
VpsAdmin::API::Resources::Network,AddAddresses,VpsAdmin::API::Resources::Network::AddAddresses,HaveAPI::Action,,True,admin_only,post,,{%{resource}_id}/add_addresses,api/lib/vpsadmin/api/resources/network.rb,167,203
VpsAdmin::API::Resources::Network,Create,VpsAdmin::API::Resources::Network::Create,HaveAPI::Actions::Default::Create,,True,admin_only,,True,,api/lib/vpsadmin/api/resources/network.rb,99,139
VpsAdmin::API::Resources::Network,Index,VpsAdmin::API::Resources::Network::Index,HaveAPI::Actions::Default::Index,,True,authenticated,,,,api/lib/vpsadmin/api/resources/network.rb,33,73
VpsAdmin::API::Resources::Network,Show,VpsAdmin::API::Resources::Network::Show,HaveAPI::Actions::Default::Show,,True,authenticated,,,,api/lib/vpsadmin/api/resources/network.rb,75,97
VpsAdmin::API::Resources::Network,Update,VpsAdmin::API::Resources::Network::Update,HaveAPI::Actions::Default::Update,,True,admin_only,,,,api/lib/vpsadmin/api/resources/network.rb,141,165
VpsAdmin::API::Resources::NetworkInterface,Index,VpsAdmin::API::Resources::NetworkInterface::Index,HaveAPI::Actions::Default::Index,,True,owner_or_admin,,,,api/lib/vpsadmin/api/resources/network_interface.rb,20,60
VpsAdmin::API::Resources::NetworkInterface,Show,VpsAdmin::API::Resources::NetworkInterface::Show,HaveAPI::Actions::Default::Show,,True,owner_or_admin,,,,api/lib/vpsadmin/api/resources/network_interface.rb,62,84
VpsAdmin::API::Resources::NetworkInterface,Update,VpsAdmin::API::Resources::NetworkInterface::Update,HaveAPI::Actions::Default::Update,,True,owner_or_admin,,True,,api/lib/vpsadmin/api/resources/network_interface.rb,86,127
VpsAdmin::API::Resources::NetworkInterfaceAccounting,Index,VpsAdmin::API::Resources::NetworkInterfaceAccounting::Index,HaveAPI::Actions::Default::Index,,True,owner_or_admin,,,,api/lib/vpsadmin/api/resources/network_interface_accounting.rb,20,131
VpsAdmin::API::Resources::NetworkInterfaceAccounting,UserTop,VpsAdmin::API::Resources::NetworkInterfaceAccounting::UserTop,HaveAPI::Actions::Default::Index,,True,admin_only,get,,user_top,api/lib/vpsadmin/api/resources/network_interface_accounting.rb,133,223
VpsAdmin::API::Resources::NetworkInterfaceMonitor,Index,VpsAdmin::API::Resources::NetworkInterfaceMonitor::Index,HaveAPI::Actions::Default::Index,,True,authenticated,,,,api/lib/vpsadmin/api/resources/network_interface_monitor.rb,19,118
VpsAdmin::API::Resources::NetworkInterfaceMonitor,Show,VpsAdmin::API::Resources::NetworkInterfaceMonitor::Show,HaveAPI::Actions::Default::Show,,True,authenticated,,,,api/lib/vpsadmin/api/resources/network_interface_monitor.rb,120,142
VpsAdmin::API::Resources::NewsLog,Create,VpsAdmin::API::Resources::NewsLog::Create,HaveAPI::Actions::Default::Create,,True,admin_only,,,,plugins/newslog/api/resources/news_log.rb,74,96
VpsAdmin::API::Resources::NewsLog,Delete,VpsAdmin::API::Resources::NewsLog::Delete,HaveAPI::Actions::Default::Delete,,True,admin_only,,,,plugins/newslog/api/resources/news_log.rb,123,135
VpsAdmin::API::Resources::NewsLog,Index,VpsAdmin::API::Resources::NewsLog::Index,HaveAPI::Actions::Default::Index,False,False,public,,,,plugins/newslog/api/resources/news_log.rb,18,51
VpsAdmin::API::Resources::NewsLog,Show,VpsAdmin::API::Resources::NewsLog::Show,HaveAPI::Actions::Default::Show,False,False,public,,,,plugins/newslog/api/resources/news_log.rb,53,72
VpsAdmin::API::Resources::NewsLog,Update,VpsAdmin::API::Resources::NewsLog::Update,HaveAPI::Actions::Default::Update,,True,admin_only,,,,plugins/newslog/api/resources/news_log.rb,98,121
VpsAdmin::API::Resources::Node,Create,VpsAdmin::API::Resources::Node::Create,HaveAPI::Actions::Default::Create,,True,admin_only,,True,,api/lib/vpsadmin/api/resources/node.rb,153,188
VpsAdmin::API::Resources::Node,Evacuate,VpsAdmin::API::Resources::Node::Evacuate,HaveAPI::Action,,True,admin_only,post,,{%{resource}_id}/evacuate,api/lib/vpsadmin/api/resources/node.rb,393,434
VpsAdmin::API::Resources::Node,Index,VpsAdmin::API::Resources::Node::Index,HaveAPI::Actions::Default::Index,,True,authenticated,,,,api/lib/vpsadmin/api/resources/node.rb,69,151
VpsAdmin::API::Resources::Node,OverviewList,VpsAdmin::API::Resources::Node::OverviewList,HaveAPI::Action,,True,admin_only,get,,overview_list,api/lib/vpsadmin/api/resources/node.rb,190,219
VpsAdmin::API::Resources::Node,PublicStatus,VpsAdmin::API::Resources::Node::PublicStatus,HaveAPI::Action,False,False,public,,,,api/lib/vpsadmin/api/resources/node.rb,221,302
VpsAdmin::API::Resources::Node,Show,VpsAdmin::API::Resources::Node::Show,HaveAPI::Actions::Default::Show,,True,authenticated,,,,api/lib/vpsadmin/api/resources/node.rb,304,340
VpsAdmin::API::Resources::Node,Update,VpsAdmin::API::Resources::Node::Update,HaveAPI::Actions::Default::Update,,True,admin_only,,,,api/lib/vpsadmin/api/resources/node.rb,342,374
VpsAdmin::API::Resources::Node::Status,Index,VpsAdmin::API::Resources::Node::Status::Index,HaveAPI::Actions::Default::Index,,True,admin_only,,,,api/lib/vpsadmin/api/resources/node.rb,472,503
VpsAdmin::API::Resources::Node::Status,Show,VpsAdmin::API::Resources::Node::Status::Show,HaveAPI::Actions::Default::Show,,True,admin_only,,,,api/lib/vpsadmin/api/resources/node.rb,505,518
VpsAdmin::API::Resources::Oauth2Client,Create,VpsAdmin::API::Resources::Oauth2Client::Create,HaveAPI::Actions::Default::Create,,True,admin_only,,,,api/lib/vpsadmin/api/resources/oauth2_client.rb,73,102
VpsAdmin::API::Resources::Oauth2Client,Delete,VpsAdmin::API::Resources::Oauth2Client::Delete,HaveAPI::Actions::Default::Delete,,True,admin_only,,,,api/lib/vpsadmin/api/resources/oauth2_client.rb,130,142
VpsAdmin::API::Resources::Oauth2Client,Index,VpsAdmin::API::Resources::Oauth2Client::Index,HaveAPI::Actions::Default::Index,,True,admin_only,,,,api/lib/vpsadmin/api/resources/oauth2_client.rb,29,51
VpsAdmin::API::Resources::Oauth2Client,Show,VpsAdmin::API::Resources::Oauth2Client::Show,HaveAPI::Actions::Default::Show,,True,admin_only,,,,api/lib/vpsadmin/api/resources/oauth2_client.rb,53,71
VpsAdmin::API::Resources::Oauth2Client,Update,VpsAdmin::API::Resources::Oauth2Client::Update,HaveAPI::Actions::Default::Update,,True,admin_only,,,,api/lib/vpsadmin/api/resources/oauth2_client.rb,104,128
VpsAdmin::API::Resources::ObjectHistory,Index,VpsAdmin::API::Resources::ObjectHistory::Index,HaveAPI::Actions::Default::Index,,True,authenticated,,,,api/lib/vpsadmin/api/resources/object_history.rb,21,58
VpsAdmin::API::Resources::ObjectHistory,Show,VpsAdmin::API::Resources::ObjectHistory::Show,HaveAPI::Actions::Default::Show,,True,authenticated,,,,api/lib/vpsadmin/api/resources/object_history.rb,60,82
VpsAdmin::API::Resources::OomReport,Index,VpsAdmin::API::Resources::OomReport::Index,HaveAPI::Actions::Default::Index,,True,owner_or_admin,,,,api/lib/vpsadmin/api/resources/oom_report.rb,32,89
VpsAdmin::API::Resources::OomReport,Show,VpsAdmin::API::Resources::OomReport::Show,HaveAPI::Actions::Default::Show,,True,owner_or_admin,,,,api/lib/vpsadmin/api/resources/oom_report.rb,91,111
VpsAdmin::API::Resources::OomReport::Stat,Index,VpsAdmin::API::Resources::OomReport::Stat::Index,HaveAPI::Actions::Default::Index,,True,owner_or_admin,,,,api/lib/vpsadmin/api/resources/oom_report.rb,191,217
VpsAdmin::API::Resources::OomReport::Stat,Show,VpsAdmin::API::Resources::OomReport::Stat::Show,HaveAPI::Actions::Default::Show,,True,owner_or_admin,,,,api/lib/vpsadmin/api/resources/oom_report.rb,219,242
VpsAdmin::API::Resources::OomReport::Task,Index,VpsAdmin::API::Resources::OomReport::Task::Index,HaveAPI::Actions::Default::Index,,True,owner_or_admin,,,,api/lib/vpsadmin/api/resources/oom_report.rb,267,293
VpsAdmin::API::Resources::OomReport::Task,Show,VpsAdmin::API::Resources::OomReport::Task::Show,HaveAPI::Actions::Default::Show,,True,owner_or_admin,,,,api/lib/vpsadmin/api/resources/oom_report.rb,295,318
VpsAdmin::API::Resources::OomReport::Usage,Index,VpsAdmin::API::Resources::OomReport::Usage::Index,HaveAPI::Actions::Default::Index,,True,owner_or_admin,,,,api/lib/vpsadmin/api/resources/oom_report.rb,126,152
VpsAdmin::API::Resources::OomReport::Usage,Show,VpsAdmin::API::Resources::OomReport::Usage::Show,HaveAPI::Actions::Default::Show,,True,owner_or_admin,,,,api/lib/vpsadmin/api/resources/oom_report.rb,154,177
VpsAdmin::API::Resources::OomReportRule,Create,VpsAdmin::API::Resources::OomReportRule::Create,HaveAPI::Actions::Default::Create,,True,authenticated,,,,api/lib/vpsadmin/api/resources/oom_report_rule.rb,69,101
VpsAdmin::API::Resources::OomReportRule,Delete,VpsAdmin::API::Resources::OomReportRule::Delete,HaveAPI::Actions::Default::Delete,,True,owner_or_admin,,,,api/lib/vpsadmin/api/resources/oom_report_rule.rb,125,138
VpsAdmin::API::Resources::OomReportRule,Index,VpsAdmin::API::Resources::OomReportRule::Index,HaveAPI::Actions::Default::Index,,True,owner_or_admin,,,,api/lib/vpsadmin/api/resources/oom_report_rule.rb,21,49
VpsAdmin::API::Resources::OomReportRule,Show,VpsAdmin::API::Resources::OomReportRule::Show,HaveAPI::Actions::Default::Show,,True,owner_or_admin,,,,api/lib/vpsadmin/api/resources/oom_report_rule.rb,51,67
VpsAdmin::API::Resources::OomReportRule,Update,VpsAdmin::API::Resources::OomReportRule::Update,HaveAPI::Actions::Default::Update,,True,owner_or_admin,,,,api/lib/vpsadmin/api/resources/oom_report_rule.rb,103,123
VpsAdmin::API::Resources::OsFamily,Create,VpsAdmin::API::Resources::OsFamily::Create,HaveAPI::Actions::Default::Create,,True,admin_only,,,,api/lib/vpsadmin/api/resources/os_family.rb,58,76
VpsAdmin::API::Resources::OsFamily,Delete,VpsAdmin::API::Resources::OsFamily::Delete,HaveAPI::Actions::Default::Delete,,True,admin_only,,,,api/lib/vpsadmin/api/resources/os_family.rb,98,107
VpsAdmin::API::Resources::OsFamily,Index,VpsAdmin::API::Resources::OsFamily::Index,HaveAPI::Actions::Default::Index,,True,authenticated,,,,api/lib/vpsadmin/api/resources/os_family.rb,16,38
VpsAdmin::API::Resources::OsFamily,Show,VpsAdmin::API::Resources::OsFamily::Show,HaveAPI::Actions::Default::Show,,True,authenticated,,,,api/lib/vpsadmin/api/resources/os_family.rb,40,56
VpsAdmin::API::Resources::OsFamily,Update,VpsAdmin::API::Resources::OsFamily::Update,HaveAPI::Actions::Default::Update,,True,admin_only,,,,api/lib/vpsadmin/api/resources/os_family.rb,78,96
