resource_const,action_class,action_const,superclass,auth,auth_effective,classification,http_method,blocking,route,file,line_start,line_end
VpsAdmin::API::Resources::OsTemplate,Create,VpsAdmin::API::Resources::OsTemplate::Create,HaveAPI::Actions::Default::Create,,True,admin_only,,,,api/lib/vpsadmin/api/resources/os_template.rb,124,154
VpsAdmin::API::Resources::OsTemplate,Delete,VpsAdmin::API::Resources::OsTemplate::Delete,HaveAPI::Actions::Default::Delete,,True,admin_only,,,,api/lib/vpsadmin/api/resources/os_template.rb,180,192
VpsAdmin::API::Resources::OsTemplate,Index,VpsAdmin::API::Resources::OsTemplate::Index,HaveAPI::Actions::Default::Index,,False,public,,,,api/lib/vpsadmin/api/resources/os_template.rb,36,100
VpsAdmin::API::Resources::OsTemplate,Show,VpsAdmin::API::Resources::OsTemplate::Show,HaveAPI::Actions::Default::Show,,True,authenticated,,,,api/lib/vpsadmin/api/resources/os_template.rb,102,122
VpsAdmin::API::Resources::OsTemplate,Update,VpsAdmin::API::Resources::OsTemplate::Update,HaveAPI::Actions::Default::Update,,True,admin_only,,,,api/lib/vpsadmin/api/resources/os_template.rb,156,178
VpsAdmin::API::Resources::Outage,Create,VpsAdmin::API::Resources::Outage::Create,HaveAPI::Actions::Default::Create,,True,admin_only,,,,plugins/outage_reports/api/resources/outage.rb,233,262
VpsAdmin::API::Resources::Outage,Index,VpsAdmin::API::Resources::Outage::Index,HaveAPI::Actions::Default::Index,False,False,public,,,,plugins/outage_reports/api/resources/outage.rb,60,202
VpsAdmin::API::Resources::Outage,RebuildAffectedVps,VpsAdmin::API::Resources::Outage::RebuildAffectedVps,HaveAPI::Action,,True,admin_only,post,,{%{resource}_id}/rebuild_affected_vps,plugins/outage_reports/api/resources/outage.rb,291,307
VpsAdmin::API::Resources::Outage,Show,VpsAdmin::API::Resources::Outage::Show,HaveAPI::Actions::Default::Show,False,False,public,,,,plugins/outage_reports/api/resources/outage.rb,204,231
VpsAdmin::API::Resources::Outage,Update,VpsAdmin::API::Resources::Outage::Update,HaveAPI::Actions::Default::Update,,True,admin_only,,,,plugins/outage_reports/api/resources/outage.rb,264,289
VpsAdmin::API::Resources::Outage::Entity,Create,VpsAdmin::API::Resources::Outage::Entity::Create,HaveAPI::Actions::Default::Create,,True,admin_only,,,,plugins/outage_reports/api/resources/outage.rb,374,400
VpsAdmin::API::Resources::Outage::Entity,Delete,VpsAdmin::API::Resources::Outage::Entity::Delete,HaveAPI::Actions::Default::Delete,,True,admin_only,,,,plugins/outage_reports/api/resources/outage.rb,402,416
VpsAdmin::API::Resources::Outage::Entity,Index,VpsAdmin::API::Resources::Outage::Entity::Index,HaveAPI::Actions::Default::Index,False,False,public,,,,plugins/outage_reports/api/resources/outage.rb,325,348
VpsAdmin::API::Resources::Outage::Entity,Show,VpsAdmin::API::Resources::Outage::Entity::Show,HaveAPI::Actions::Default::Show,False,False,public,,,,plugins/outage_reports/api/resources/outage.rb,350,372
VpsAdmin::API::Resources::Outage::Handler,Create,VpsAdmin::API::Resources::Outage::Handler::Create,HaveAPI::Actions::Default::Create,,True,admin_only,,,,plugins/outage_reports/api/resources/outage.rb,488,514
VpsAdmin::API::Resources::Outage::Handler,Delete,VpsAdmin::API::Resources::Outage::Handler::Delete,HaveAPI::Actions::Default::Delete,,True,admin_only,,,,plugins/outage_reports/api/resources/outage.rb,542,556
VpsAdmin::API::Resources::Outage::Handler,Index,VpsAdmin::API::Resources::Outage::Handler::Index,HaveAPI::Actions::Default::Index,False,False,public,,,,plugins/outage_reports/api/resources/outage.rb,435,460
VpsAdmin::API::Resources::Outage::Handler,Show,VpsAdmin::API::Resources::Outage::Handler::Show,HaveAPI::Actions::Default::Show,False,False,public,,,,plugins/outage_reports/api/resources/outage.rb,462,486
VpsAdmin::API::Resources::Outage::Handler,Update,VpsAdmin::API::Resources::Outage::Handler::Update,HaveAPI::Actions::Default::Update,,True,admin_only,,,,plugins/outage_reports/api/resources/outage.rb,516,540
VpsAdmin::API::Resources::OutageUpdate,Create,VpsAdmin::API::Resources::OutageUpdate::Create,HaveAPI::Actions::Default::Create,,True,admin_only,,True,,plugins/outage_reports/api/resources/outage_update.rb,110,161
VpsAdmin::API::Resources::OutageUpdate,Index,VpsAdmin::API::Resources::OutageUpdate::Index,HaveAPI::Actions::Default::Index,False,False,public,,,,plugins/outage_reports/api/resources/outage_update.rb,41,79
VpsAdmin::API::Resources::OutageUpdate,Show,VpsAdmin::API::Resources::OutageUpdate::Show,HaveAPI::Actions::Default::Show,False,False,public,,,,plugins/outage_reports/api/resources/outage_update.rb,81,108
VpsAdmin::API::Resources::PaymentStats,EstimateIncome,VpsAdmin::API::Resources::PaymentStats::EstimateIncome,HaveAPI::Action,,True,admin_only,,,,plugins/payments/api/resources/payment_stats.rb,6,56
VpsAdmin::API::Resources::Pool,Create,VpsAdmin::API::Resources::Pool::Create,HaveAPI::Actions::Default::Create,,True,admin_only,,True,,api/lib/vpsadmin/api/resources/pool.rb,96,127
VpsAdmin::API::Resources::Pool,Index,VpsAdmin::API::Resources::Pool::Index,HaveAPI::Actions::Default::Index,,True,authenticated,,,,api/lib/vpsadmin/api/resources/pool.rb,35,72
VpsAdmin::API::Resources::Pool,Show,VpsAdmin::API::Resources::Pool::Show,HaveAPI::Actions::Default::Show,,True,authenticated,,,,api/lib/vpsadmin/api/resources/pool.rb,74,94
VpsAdmin::API::Resources::SnapshotDownload,Create,VpsAdmin::API::Resources::SnapshotDownload::Create,HaveAPI::Actions::Default::Create,,True,owner_or_admin,,True,,api/lib/vpsadmin/api/resources/snapshot_download.rb,90,151
VpsAdmin::API::Resources::SnapshotDownload,Delete,VpsAdmin::API::Resources::SnapshotDownload::Delete,HaveAPI::Actions::Default::Delete,,True,authenticated,,True,,api/lib/vpsadmin/api/resources/snapshot_download.rb,153,172
VpsAdmin::API::Resources::SnapshotDownload,Index,VpsAdmin::API::Resources::SnapshotDownload::Index,HaveAPI::Actions::Default::Index,,True,authenticated,,,,api/lib/vpsadmin/api/resources/snapshot_download.rb,34,68
VpsAdmin::API::Resources::SnapshotDownload,Show,VpsAdmin::API::Resources::SnapshotDownload::Show,HaveAPI::Actions::Default::Show,,True,authenticated,,,,api/lib/vpsadmin/api/resources/snapshot_download.rb,70,88
VpsAdmin::API::Resources::SystemConfig,Index,VpsAdmin::API::Resources::SystemConfig::Index,HaveAPI::Actions::Default::Index,False,False,public,,,,api/lib/vpsadmin/api/resources/system_config.rb,16,45
VpsAdmin::API::Resources::SystemConfig,Show,VpsAdmin::API::Resources::SystemConfig::Show,HaveAPI::Action,False,False,public,,,{category}/{name},api/lib/vpsadmin/api/resources/system_config.rb,47,79
VpsAdmin::API::Resources::SystemConfig,Update,VpsAdmin::API::Resources::SystemConfig::Update,HaveAPI::Action,,True,admin_only,put,,{category}/{name},api/lib/vpsadmin/api/resources/system_config.rb,81,107
VpsAdmin::API::Resources::Transaction,Index,VpsAdmin::API::Resources::Transaction::Index,HaveAPI::Actions::Default::Index,,True,authenticated,,,,api/lib/vpsadmin/api/resources/transaction.rb,26,69
VpsAdmin::API::Resources::Transaction,Show,VpsAdmin::API::Resources::Transaction::Show,HaveAPI::Actions::Default::Show,,True,authenticated,,,,api/lib/vpsadmin/api/resources/transaction.rb,71,94
VpsAdmin::API::Resources::TransactionChain,Index,VpsAdmin::API::Resources::TransactionChain::Index,HaveAPI::Actions::Default::Index,,True,authenticated,,,,api/lib/vpsadmin/api/resources/transaction_chain.rb,18,74
VpsAdmin::API::Resources::TransactionChain,Show,VpsAdmin::API::Resources::TransactionChain::Show,HaveAPI::Actions::Default::Show,,True,authenticated,,,,api/lib/vpsadmin/api/resources/transaction_chain.rb,76,97
VpsAdmin::API::Resources::User,Create,VpsAdmin::API::Resources::User::Create,HaveAPI::Actions::Default::Create,,True,admin_only,,True,,api/lib/vpsadmin/api/resources/user.rb,120,179
VpsAdmin::API::Resources::User,Current,VpsAdmin::API::Resources::User::Current,HaveAPI::Action,,True,authenticated,,,,api/lib/vpsadmin/api/resources/user.rb,181,199
VpsAdmin::API::Resources::User,Delete,VpsAdmin::API::Resources::User::Delete,HaveAPI::Actions::Default::Delete,,True,admin_only,,True,,api/lib/vpsadmin/api/resources/user.rb,333,348
VpsAdmin::API::Resources::User,GetPaymentInstructions,VpsAdmin::API::Resources::User::GetPaymentInstructions,HaveAPI::Action,,True,authenticated,get,,{%{resource}_id}/get_payment_instructions,plugins/payments/api/resources/override.rb,26,43
VpsAdmin::API::Resources::User,Index,VpsAdmin::API::Resources::User::Index,HaveAPI::Actions::Default::Index,,True,owner_or_admin,,,,api/lib/vpsadmin/api/resources/user.rb,63,118
VpsAdmin::API::Resources::User,Show,VpsAdmin::API::Resources::User::Show,HaveAPI::Actions::Default::Show,,True,authenticated,,,,api/lib/vpsadmin/api/resources/user.rb,221,239
VpsAdmin::API::Resources::User,Touch,VpsAdmin::API::Resources::User::Touch,HaveAPI::Action,,True,authenticated,,,{user_id}/touch,api/lib/vpsadmin/api/resources/user.rb,201,219
VpsAdmin::API::Resources::User,Update,VpsAdmin::API::Resources::User::Update,HaveAPI::Actions::Default::Update,,True,authenticated,,True,,api/lib/vpsadmin/api/resources/user.rb,241,331
VpsAdmin::API::Resources::User::ClusterResource,Create,VpsAdmin::API::Resources::User::ClusterResource::Create,HaveAPI::Actions::Default::Create,,True,admin_only,,,,api/lib/vpsadmin/api/resources/user.rb,550,572
VpsAdmin::API::Resources::User::ClusterResource,Index,VpsAdmin::API::Resources::User::ClusterResource::Index,HaveAPI::Actions::Default::Index,,True,authenticated,,,,api/lib/vpsadmin/api/resources/user.rb,488,520
VpsAdmin::API::Resources::User::ClusterResource,Show,VpsAdmin::API::Resources::User::ClusterResource::Show,HaveAPI::Actions::Default::Show,,True,authenticated,,,,api/lib/vpsadmin/api/resources/user.rb,522,548
VpsAdmin::API::Resources::User::EnvironmentConfig,Index,VpsAdmin::API::Resources::User::EnvironmentConfig::Index,HaveAPI::Actions::Default::Index,,True,authenticated,,,,api/lib/vpsadmin/api/resources/user.rb,373,407
VpsAdmin::API::Resources::User::EnvironmentConfig,Show,VpsAdmin::API::Resources::User::EnvironmentConfig::Show,HaveAPI::Actions::Default::Show,,True,authenticated,,,,api/lib/vpsadmin/api/resources/user.rb,409,434
VpsAdmin::API::Resources::User::EnvironmentConfig,Update,VpsAdmin::API::Resources::User::EnvironmentConfig::Update,HaveAPI::Actions::Default::Update,,True,admin_only,,,,api/lib/vpsadmin/api/resources/user.rb,436,459
VpsAdmin::API::Resources::User::KnownDevice,Delete,VpsAdmin::API::Resources::User::KnownDevice::Delete,HaveAPI::Actions::Default::Delete,,True,authenticated,,,,api/lib/vpsadmin/api/resources/user.rb,645,663
VpsAdmin::API::Resources::User::KnownDevice,Index,VpsAdmin::API::Resources::User::KnownDevice::Index,HaveAPI::Actions::Default::Index,,True,authenticated,,,,api/lib/vpsadmin/api/resources/user.rb,593,617
VpsAdmin::API::Resources::User::KnownDevice,Show,VpsAdmin::API::Resources::User::KnownDevice::Show,HaveAPI::Actions::Default::Show,,True,authenticated,,,,api/lib/vpsadmin/api/resources/user.rb,619,643
VpsAdmin::API::Resources::User::MailRoleRecipient,Index,VpsAdmin::API::Resources::User::MailRoleRecipient::Index,HaveAPI::Actions::Default::Index,,True,authenticated,,,,api/lib/vpsadmin/api/resources/user.rb,1171,1195
VpsAdmin::API::Resources::User::MailRoleRecipient,Show,VpsAdmin::API::Resources::User::MailRoleRecipient::Show,HaveAPI::Actions::Default::Show,,True,authenticated,,,,api/lib/vpsadmin/api/resources/user.rb,1197,1220
VpsAdmin::API::Resources::User::MailRoleRecipient,Update,VpsAdmin::API::Resources::User::MailRoleRecipient::Update,HaveAPI::Actions::Default::Update,,True,authenticated,,,,api/lib/vpsadmin/api/resources/user.rb,1222,1248
VpsAdmin::API::Resources::User::MailTemplateRecipient,Index,VpsAdmin::API::Resources::User::MailTemplateRecipient::Index,HaveAPI::Actions::Default::Index,,True,authenticated,,,,api/lib/vpsadmin/api/resources/user.rb,1264,1288
VpsAdmin::API::Resources::User::MailTemplateRecipient,Show,VpsAdmin::API::Resources::User::MailTemplateRecipient::Show,HaveAPI::Actions::Default::Show,,True,authenticated,,,,api/lib/vpsadmin/api/resources/user.rb,1290,1313
VpsAdmin::API::Resources::User::MailTemplateRecipient,Update,VpsAdmin::API::Resources::User::MailTemplateRecipient::Update,HaveAPI::Actions::Default::Update,,True,authenticated,,,,api/lib/vpsadmin/api/resources/user.rb,1315,1341
VpsAdmin::API::Resources::User::PublicKey,Create,VpsAdmin::API::Resources::User::PublicKey::Create,HaveAPI::Actions::Default::Create,,True,authenticated,,,,api/lib/vpsadmin/api/resources/user.rb,1081,1109
VpsAdmin::API::Resources::User::PublicKey,Delete,VpsAdmin::API::Resources::User::PublicKey::Delete,HaveAPI::Actions::Default::Delete,,True,authenticated,,,,api/lib/vpsadmin/api/resources/user.rb,1142,1156
VpsAdmin::API::Resources::User::PublicKey,Index,VpsAdmin::API::Resources::User::PublicKey::Index,HaveAPI::Actions::Default::Index,,True,authenticated,,,,api/lib/vpsadmin/api/resources/user.rb,1033,1057
VpsAdmin::API::Resources::User::PublicKey,Show,VpsAdmin::API::Resources::User::PublicKey::Show,HaveAPI::Actions::Default::Show,,True,authenticated,,,,api/lib/vpsadmin/api/resources/user.rb,1059,1079
VpsAdmin::API::Resources::User::PublicKey,Update,VpsAdmin::API::Resources::User::PublicKey::Update,HaveAPI::Actions::Default::Update,,True,authenticated,,,,api/lib/vpsadmin/api/resources/user.rb,1111,1140
VpsAdmin::API::Resources::User::TotpDevice,Confirm,VpsAdmin::API::Resources::User::TotpDevice::Confirm,HaveAPI::Action,,True,authenticated,post,,{totp_device_id}/confirm,api/lib/vpsadmin/api/resources/user.rb,771,805
VpsAdmin::API::Resources::User::TotpDevice,Create,VpsAdmin::API::Resources::User::TotpDevice::Create,HaveAPI::Actions::Default::Create,,True,authenticated,,,,api/lib/vpsadmin/api/resources/user.rb,744,769
VpsAdmin::API::Resources::User::TotpDevice,Delete,VpsAdmin::API::Resources::User::TotpDevice::Delete,HaveAPI::Actions::Default::Delete,,True,authenticated,,,,api/lib/vpsadmin/api/resources/user.rb,859,879
VpsAdmin::API::Resources::User::TotpDevice,Index,VpsAdmin::API::Resources::User::TotpDevice::Index,HaveAPI::Actions::Default::Index,,True,authenticated,,,,api/lib/vpsadmin/api/resources/user.rb,682,716
VpsAdmin::API::Resources::User::TotpDevice,Show,VpsAdmin::API::Resources::User::TotpDevice::Show,HaveAPI::Actions::Default::Show,,True,authenticated,,,,api/lib/vpsadmin/api/resources/user.rb,718,742
VpsAdmin::API::Resources::User::TotpDevice,Update,VpsAdmin::API::Resources::User::TotpDevice::Update,HaveAPI::Actions::Default::Update,,True,authenticated,,,,api/lib/vpsadmin/api/resources/user.rb,807,857
VpsAdmin::API::Resources::User::WebauthnCredential,Delete,VpsAdmin::API::Resources::User::WebauthnCredential::Delete,HaveAPI::Actions::Default::Delete,,True,authenticated,,,,api/lib/vpsadmin/api/resources/user.rb,986,1005
VpsAdmin::API::Resources::User::WebauthnCredential,Index,VpsAdmin::API::Resources::User::WebauthnCredential::Index,HaveAPI::Actions::Default::Index,,True,authenticated,,,,api/lib/vpsadmin/api/resources/user.rb,897,927
VpsAdmin::API::Resources::User::WebauthnCredential,Show,VpsAdmin::API::Resources::User::WebauthnCredential::Show,HaveAPI::Actions::Default::Show,,True,authenticated,,,,api/lib/vpsadmin/api/resources/user.rb,929,953
VpsAdmin::API::Resources::User::WebauthnCredential,Update,VpsAdmin::API::Resources::User::WebauthnCredential::Update,HaveAPI::Actions::Default::Update,,True,authenticated,,,,api/lib/vpsadmin/api/resources/user.rb,955,984
VpsAdmin::API::Resources::UserAccount,Index,VpsAdmin::API::Resources::UserAccount::Index,HaveAPI::Actions::Default::Index,,True,admin_only,,,,plugins/payments/api/resources/user_account.rb,16,38
VpsAdmin::API::Resources::UserAccount,Show,VpsAdmin::API::Resources::UserAccount::Show,HaveAPI::Actions::Default::Show,,True,admin_only,,,,plugins/payments/api/resources/user_account.rb,40,58
VpsAdmin::API::Resources::UserAccount,Update,VpsAdmin::API::Resources::UserAccount::Update,HaveAPI::Actions::Default::Update,,True,admin_only,,,,plugins/payments/api/resources/user_account.rb,60,93
VpsAdmin::API::Resources::UserClusterResourcePackage,Create,VpsAdmin::API::Resources::UserClusterResourcePackage::Create,HaveAPI::Actions::Default::Create,,True,admin_only,,,,api/lib/vpsadmin/api/resources/user_cluster_resource_package.rb,85,118
VpsAdmin::API::Resources::UserClusterResourcePackage,Delete,VpsAdmin::API::Resources::UserClusterResourcePackage::Delete,HaveAPI::Actions::Default::Delete,,True,admin_only,,,,api/lib/vpsadmin/api/resources/user_cluster_resource_package.rb,144,161
VpsAdmin::API::Resources::UserClusterResourcePackage,Index,VpsAdmin::API::Resources::UserClusterResourcePackage::Index,HaveAPI::Actions::Default::Index,,True,owner_or_admin,,,,api/lib/vpsadmin/api/resources/user_cluster_resource_package.rb,22,58
VpsAdmin::API::Resources::UserClusterResourcePackage,Show,VpsAdmin::API::Resources::UserClusterResourcePackage::Show,HaveAPI::Actions::Default::Show,,True,owner_or_admin,,,,api/lib/vpsadmin/api/resources/user_cluster_resource_package.rb,60,83
VpsAdmin::API::Resources::UserClusterResourcePackage,Update,VpsAdmin::API::Resources::UserClusterResourcePackage::Update,HaveAPI::Actions::Default::Update,,True,admin_only,,,,api/lib/vpsadmin/api/resources/user_cluster_resource_package.rb,120,142
VpsAdmin::API::Resources::UserClusterResourcePackage::Item,Index,VpsAdmin::API::Resources::UserClusterResourcePackage::Item::Index,HaveAPI::Actions::Default::Index,,True,owner_or_admin,,,,api/lib/vpsadmin/api/resources/user_cluster_resource_package.rb,178,208
VpsAdmin::API::Resources::UserClusterResourcePackage::Item,Show,VpsAdmin::API::Resources::UserClusterResourcePackage::Item::Show,HaveAPI::Actions::Default::Show,,True,owner_or_admin,,,,api/lib/vpsadmin/api/resources/user_cluster_resource_package.rb,210,237
VpsAdmin::API::Resources::UserNamespace,Index,VpsAdmin::API::Resources::UserNamespace::Index,HaveAPI::Actions::Default::Index,,True,owner_or_admin,,,,api/lib/vpsadmin/api/resources/user_namespace.rb,17,53
VpsAdmin::API::Resources::UserNamespace,Show,VpsAdmin::API::Resources::UserNamespace::Show,HaveAPI::Actions::Default::Show,,True,owner_or_admin,,,,api/lib/vpsadmin/api/resources/user_namespace.rb,55,74
VpsAdmin::API::Resources::UserNamespaceMap,Create,VpsAdmin::API::Resources::UserNamespaceMap::Create,HaveAPI::Actions::Default::Create,,True,authenticated,,,,api/lib/vpsadmin/api/resources/user_namespace_map.rb,81,103
VpsAdmin::API::Resources::UserNamespaceMap,Delete,VpsAdmin::API::Resources::UserNamespaceMap::Delete,HaveAPI::Actions::Default::Delete,,True,owner_or_admin,,,,api/lib/vpsadmin/api/resources/user_namespace_map.rb,134,156
VpsAdmin::API::Resources::UserNamespaceMap,Index,VpsAdmin::API::Resources::UserNamespaceMap::Index,HaveAPI::Actions::Default::Index,,True,owner_or_admin,,,,api/lib/vpsadmin/api/resources/user_namespace_map.rb,20,57
VpsAdmin::API::Resources::UserNamespaceMap,Show,VpsAdmin::API::Resources::UserNamespaceMap::Show,HaveAPI::Actions::Default::Show,,True,owner_or_admin,,,,api/lib/vpsadmin/api/resources/user_namespace_map.rb,59,79
VpsAdmin::API::Resources::UserNamespaceMap,Update,VpsAdmin::API::Resources::UserNamespaceMap::Update,HaveAPI::Actions::Default::Update,,True,owner_or_admin,,,,api/lib/vpsadmin/api/resources/user_namespace_map.rb,105,132
VpsAdmin::API::Resources::UserNamespaceMap::Entry,Create,VpsAdmin::API::Resources::UserNamespaceMap::Entry::Create,HaveAPI::Actions::Default::Create,,True,owner_or_admin,,,,api/lib/vpsadmin/api/resources/user_namespace_map.rb,229,274
VpsAdmin::API::Resources::UserNamespaceMap::Entry,Delete,VpsAdmin::API::Resources::UserNamespaceMap::Entry::Delete,HaveAPI::Actions::Default::Delete,,True,owner_or_admin,,,,api/lib/vpsadmin/api/resources/user_namespace_map.rb,312,336
VpsAdmin::API::Resources::UserNamespaceMap::Entry,Index,VpsAdmin::API::Resources::UserNamespaceMap::Entry::Index,HaveAPI::Actions::Default::Index,,True,owner_or_admin,,,,api/lib/vpsadmin/api/resources/user_namespace_map.rb,175,203
VpsAdmin::API::Resources::UserNamespaceMap::Entry,Show,VpsAdmin::API::Resources::UserNamespaceMap::Entry::Show,HaveAPI::Actions::Default::Show,,True,owner_or_admin,,,,api/lib/vpsadmin/api/resources/user_namespace_map.rb,205,227
VpsAdmin::API::Resources::UserNamespaceMap::Entry,Update,VpsAdmin::API::Resources::UserNamespaceMap::Entry::Update,HaveAPI::Actions::Default::Update,,True,owner_or_admin,,,,api/lib/vpsadmin/api/resources/user_namespace_map.rb,276,310
VpsAdmin::API::Resources::UserOutage,Index,VpsAdmin::API::Resources::UserOutage::Index,HaveAPI::Actions::Default::Index,,True,owner_or_admin,,,,plugins/outage_reports/api/resources/user_outage.rb,14,45
VpsAdmin::API::Resources::UserOutage,Show,VpsAdmin::API::Resources::UserOutage::Show,HaveAPI::Actions::Default::Show,,True,owner_or_admin,,,,plugins/outage_reports/api/resources/user_outage.rb,47,67
VpsAdmin::API::Resources::UserPayment,Create,VpsAdmin::API::Resources::UserPayment::Create,HaveAPI::Actions::Default::Create,,True,admin_only,,True,,plugins/payments/api/resources/user_payment.rb,85,119
VpsAdmin::API::Resources::UserPayment,Index,VpsAdmin::API::Resources::UserPayment::Index,HaveAPI::Actions::Default::Index,,True,owner_or_admin,,,,plugins/payments/api/resources/user_payment.rb,21,59
VpsAdmin::API::Resources::UserPayment,Show,VpsAdmin::API::Resources::UserPayment::Show,HaveAPI::Actions::Default::Show,,True,owner_or_admin,,,,plugins/payments/api/resources/user_payment.rb,61,83
VpsAdmin::API::Resources::UserRequest::Change,Create,VpsAdmin::API::Resources::UserRequest::Change::Create,HaveAPI::Actions::Default::Create,,True,authenticated,,,,plugins/requests/api/resources/base.rb,85,104
VpsAdmin::API::Resources::UserRequest::Change,Index,VpsAdmin::API::Resources::UserRequest::Change::Index,HaveAPI::Actions::Default::Index,,True,owner_or_admin,,,,plugins/requests/api/resources/base.rb,25,61
VpsAdmin::API::Resources::UserRequest::Change,Resolve,VpsAdmin::API::Resources::UserRequest::Change::Resolve,HaveAPI::Action,,True,admin_only,post,,{%{resource}_id}/resolve,plugins/requests/api/resources/base.rb,105,145
VpsAdmin::API::Resources::UserRequest::Change,Show,VpsAdmin::API::Resources::UserRequest::Change::Show,HaveAPI::Actions::Default::Show,,True,owner_or_admin,,,,plugins/requests/api/resources/base.rb,62,84
VpsAdmin::API::Resources::UserRequest::Registration,Create,VpsAdmin::API::Resources::UserRequest::Registration::Create,HaveAPI::Actions::Default::Create,False,False,public,,,,plugins/requests/api/resources/base.rb,85,104
VpsAdmin::API::Resources::UserRequest::Registration,Index,VpsAdmin::API::Resources::UserRequest::Registration::Index,HaveAPI::Actions::Default::Index,,True,owner_or_admin,,,,plugins/requests/api/resources/base.rb,25,61
VpsAdmin::API::Resources::UserRequest::Registration,Preview,VpsAdmin::API::Resources::UserRequest::Registration::Preview,HaveAPI::Action,False,False,public,get,,{%{resource}_id}/{token},plugins/requests/api/resources/registration.rb,76,97
VpsAdmin::API::Resources::UserRequest::Registration,Resolve,VpsAdmin::API::Resources::UserRequest::Registration::Resolve,HaveAPI::Action,,True,admin_only,post,,{%{resource}_id}/resolve,plugins/requests/api/resources/base.rb,105,145
VpsAdmin::API::Resources::UserRequest::Registration,Show,VpsAdmin::API::Resources::UserRequest::Registration::Show,HaveAPI::Actions::Default::Show,,True,owner_or_admin,,,,plugins/requests/api/resources/base.rb,62,84
VpsAdmin::API::Resources::UserRequest::Registration,Update,VpsAdmin::API::Resources::UserRequest::Registration::Update,HaveAPI::Actions::Default::Update,False,False,public,,,{%{resource}_id}/{token},plugins/requests/api/resources/registration.rb,99,127
VpsAdmin::API::Resources::UserSession,Close,VpsAdmin::API::Resources::UserSession::Close,HaveAPI::Action,,True,owner_or_admin,post,,{%{resource}_id},api/lib/vpsadmin/api/resources/user_session.rb,178,196
VpsAdmin::API::Resources::UserSession,Create,VpsAdmin::API::Resources::UserSession::Create,HaveAPI::Actions::Default::Create,,True,admin_only,,,,api/lib/vpsadmin/api/resources/user_session.rb,118,150
VpsAdmin::API::Resources::UserSession,Index,VpsAdmin::API::Resources::UserSession::Index,HaveAPI::Actions::Default::Index,,True,owner_or_admin,,,,api/lib/vpsadmin/api/resources/user_session.rb,28,92
VpsAdmin::API::Resources::UserSession,Show,VpsAdmin::API::Resources::UserSession::Show,HaveAPI::Actions::Default::Show,,True,owner_or_admin,,,,api/lib/vpsadmin/api/resources/user_session.rb,94,116
VpsAdmin::API::Resources::UserSession,Update,VpsAdmin::API::Resources::UserSession::Update,HaveAPI::Actions::Default::Update,,True,owner_or_admin,,,,api/lib/vpsadmin/api/resources/user_session.rb,152,176
VpsAdmin::API::Resources::VPS,Boot,VpsAdmin::API::Resources::VPS::Boot,HaveAPI::Action,,True,owner_or_admin,post,True,{%{resource}_id}/boot,api/lib/vpsadmin/api/resources/vps.rb,637,708
VpsAdmin::API::Resources::VPS,Clone,VpsAdmin::API::Resources::VPS::Clone,HaveAPI::Action,,True,owner_or_admin,post,True,{%{resource}_id}/clone,api/lib/vpsadmin/api/resources/vps.rb,825,947
VpsAdmin::API::Resources::VPS,Create,VpsAdmin::API::Resources::VPS::Create,HaveAPI::Actions::Default::Create,,True,authenticated,,True,,api/lib/vpsadmin/api/resources/vps.rb,204,346
VpsAdmin::API::Resources::VPS,Delete,VpsAdmin::API::Resources::VPS::Delete,HaveAPI::Actions::Default::Delete,,True,owner_or_admin,,True,,api/lib/vpsadmin/api/resources/vps.rb,476,515
VpsAdmin::API::Resources::VPS,DeployPublicKey,VpsAdmin::API::Resources::VPS::DeployPublicKey,HaveAPI::Action,,True,owner_or_admin,post,True,{%{resource}_id}/deploy_public_key,api/lib/vpsadmin/api/resources/vps.rb,1038,1068
VpsAdmin::API::Resources::VPS,Index,VpsAdmin::API::Resources::VPS::Index,HaveAPI::Actions::Default::Index,,True,owner_or_admin,,,,api/lib/vpsadmin/api/resources/vps.rb,95,202
VpsAdmin::API::Resources::VPS,Migrate,VpsAdmin::API::Resources::VPS::Migrate,HaveAPI::Action,,True,admin_only,post,True,{%{resource}_id}/migrate,api/lib/vpsadmin/api/resources/vps.rb,746,823
VpsAdmin::API::Resources::VPS,Passwd,VpsAdmin::API::Resources::VPS::Passwd,HaveAPI::Action,,True,owner_or_admin,post,True,{%{resource}_id}/passwd,api/lib/vpsadmin/api/resources/vps.rb,603,635
VpsAdmin::API::Resources::VPS,Reinstall,VpsAdmin::API::Resources::VPS::Reinstall,HaveAPI::Action,,True,owner_or_admin,post,True,{%{resource}_id}/reinstall,api/lib/vpsadmin/api/resources/vps.rb,710,744
VpsAdmin::API::Resources::VPS,Replace,VpsAdmin::API::Resources::VPS::Replace,HaveAPI::Action,,True,admin_only,post,True,{%{resource}_id}/replace,api/lib/vpsadmin/api/resources/vps.rb,997,1036
VpsAdmin::API::Resources::VPS,Restart,VpsAdmin::API::Resources::VPS::Restart,HaveAPI::Action,,True,owner_or_admin,post,True,{%{resource}_id}/restart,api/lib/vpsadmin/api/resources/vps.rb,543,571
VpsAdmin::API::Resources::VPS,Show,VpsAdmin::API::Resources::VPS::Show,HaveAPI::Actions::Default::Show,,True,owner_or_admin,,,,api/lib/vpsadmin/api/resources/vps.rb,348,387
